Product,Business Location,Unit Purchase Price,Selling Price,Current stock,Product Type,Category,Brand,Tax,SKU
2304 Ailipu,BEST PRICE SHOP,"KSh 4,800","KSh 5,500",0 pieces,Single,WOOFERS,AILIPU,,17544
2320 Tp Tell.,BEST PRICE SHOP,KSh 700,KSh 840,0 pieces,Single,FEATURE PHONES,TP TELL,,18144
2322 Nokia Refab,BEST PRICE SHOP,KSh 600,KSh 650,0 pieces,Single,,,,18099
233 Oking,BEST PRICE SHOP,KSh 760,KSh 800,0 pieces,Single,,,,18492
234 Oking.,BEST PRICE SHOP,KSh 760,KSh 800,0 pieces,Single,,,,18493
235 Oking Phone.,BEST PRICE SHOP,KSh 800,KSh 830,0 pieces,Single,,,,18052
236 Oking,BEST PRICE SHOP,KSh 800,KSh 830,0 pieces,Single,,,,17692
2363 Ailipu,BEST PRICE SHOP,"KSh 5,200","KSh 5,400",0 pieces,Single,,,,17872
237 Oking,BEST PRICE SHOP,KSh 760,KSh 800,1 pieces,Single,,,,17693
2379 Ailipu,BEST PRICE SHOP,"KSh 3,900","KSh 4,600",1 pieces,Single,,,,17543
238 Oking,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,17382
2380 Ailipu,BEST PRICE SHOP,"KSh 5,100","KSh 5,200",0 pieces,Single,,,,17525
2385 Ailipu,BEST PRICE SHOP,"KSh 3,800","KSh 4,500",0 pieces,Single,,,,17526
239 Oking,BEST PRICE SHOP,KSh 800,KSh 830,0 pieces,Single,,,,17694
2391 Ailipu,BEST PRICE SHOP,"KSh 4,893","KSh 4,900",3 pieces,Single,,,,18068
2392 Ailipu,BEST PRICE SHOP,"KSh 4,046","KSh 4,600",1 pieces,Single,WOOFERS,AILIPU,,17524
2393 Ailipu,BEST PRICE SHOP,"KSh 4,350","KSh 4,700",5 pieces,Single,,,,17523
2394 Ailipu Woofer,BEST PRICE SHOP,"KSh 4,540","KSh 4,650",1 pieces,Single,,,,17873
2399 Ailipu,BEST PRICE SHOP,"KSh 4,693","KSh 5,000",0 pieces,Single,WOOFERS,AILIPU,,18677
23At Safari Battery,BEST PRICE SHOP,KSh 0,KSh 380,27 pieces,Single,,,,17108
24 Blue Vitrone,BEST PRICE SHOP,"KSh 7,700","KSh 8,100",0 pieces,Single,,,,17400
24 Ctc,BEST PRICE SHOP,"KSh 7,000","KSh 7,500",1 pieces,Single,,,,17312
24 Gld Television,BEST PRICE SHOP,"KSh 8,400","KSh 8,900",46 pieces,Single,TELEVISION,GLD,,34445
24 Grey Vitrone,BEST PRICE SHOP,"KSh 8,900","KSh 9,400",17 pieces,Single,FEATURE PHONES,VITRONE,,17572
24 Itel Television,BEST PRICE SHOP,"KSh 7,400","KSh 7,800",0 pieces,Single,,,,17531
24 Mi-Tech,BEST PRICE SHOP,"KSh 8,000","KSh 8,500",1 pieces,Single,,,,16983
2401 Ailyons Woofer.,BEST PRICE SHOP,"KSh 2,400","KSh 2,700",98 pieces,Single,WOOFERS,AILYONS,,18726
2402 Ailyons Woofer.,BEST PRICE SHOP,"KSh 2,300","KSh 2,600",102 pieces,Single,WOOFERS,AILYONS,,18725
2403 Ailyons Woofer,BEST PRICE SHOP,"KSh 2,400","KSh 2,700",149 pieces,Single,WOOFERS,AILYONS,,18724
2404K Ailyons.,BEST PRICE SHOP,"KSh 2,800","KSh 3,100",173 pieces,Single,WOOFERS,AILYONS,,18697
2406 Ailyons Woofer,BEST PRICE SHOP,"KSh 2,400","KSh 2,700",120 pieces,Single,WOOFERS,AILYONS,,25643
24Et Original Battery,BEST PRICE SHOP,KSh 240,KSh 300,8 pieces,Single,,,,17744
24Et Safari Battery,BEST PRICE SHOP,KSh 0,KSh 380,7 pieces,Single,,,,17159
24Et SuperEnergy,BEST PRICE SHOP,KSh 280,KSh 400,24 pieces,Single,PHONE BATTERIES,SUPERENERGY,,17658
24Et Villaontel,BEST PRICE SHOP,KSh 350,KSh 400,38 pieces,Single,PHONE BATTERIES,VILLAONTEL BATTERY,,18605
24v Amtec Television,BEST PRICE SHOP,"KSh 8,300","KSh 8,700",1 pieces,Single,,,,17549
2501 Ailyons.,BEST PRICE SHOP,"KSh 3,600","KSh 3,900",85 pieces,Single,WOOFERS,AILYONS,,19168
250W Sunrays,BEST PRICE SHOP,"KSh 6,250","KSh 8,750",0 pieces,Single,,,,17595
251 Oking,BEST PRICE SHOP,KSh 920,KSh 950,0 pieces,Single,,,,17690
2570 Hp 320+4 Lapy,BEST PRICE SHOP,"KSh 17,000","KSh 19,000",0 pieces,Single,,,,17280
25Bi Aldeepo Battery.,BEST PRICE SHOP,KSh 288,KSh 350,384 pieces,Single,,,,18689
25Bi Calus/Samhe Battery,BEST PRICE SHOP,KSh 135,KSh 160,330 pieces,Single,PHONE BATTERIES,CALUS,,18417
25bi Itel Copy,BEST PRICE SHOP,KSh 160,KSh 200,"1,441 pieces",Single,PHONE BATTERIES,ITEL,,18263
25Bi Itel Original Battery,BEST PRICE SHOP,KSh 390,KSh 420,490 pieces,Single,PHONE BATTERIES,ITEL,,18045
25Bi Kgtel Battery,BEST PRICE SHOP,KSh 120,KSh 150,366 pieces,Single,PHONE BATTERIES,KGTEL,,18470
25Bi Pen.,BEST PRICE SHOP,KSh 170,KSh 200,0 pieces,Single,PHONE BATTERIES,ITEL COPY,,18407
25BI Premium Battery,BEST PRICE SHOP,KSh 220,KSh 250,"2,330 pieces",Single,PHONE BATTERIES,,,24163
25Bi Tecno Battery.,BEST PRICE SHOP,KSh 160,KSh 200,"1,785 pieces",Single,PHONE BATTERIES,,,18685
25Bi Tecno Original,BEST PRICE SHOP,KSh 300,KSh 350,0 pieces,Single,,,,18576
25bi Venus,BEST PRICE SHOP,KSh 180,KSh 250,"1,204 pieces",Single,,,,18110
25Bi Villaon,BEST PRICE SHOP,KSh 130,KSh 200,788 pieces,Single,,,,17095
25Bi Villaontel.,BEST PRICE SHOP,KSh 270,KSh 300,17 pieces,Single,,,,18608
25BT,BEST PRICE SHOP,KSh 0,KSh 300,0 pieces,Single,,,,17911
25Ft Safari Battery,BEST PRICE SHOP,KSh 0,KSh 450,24 pieces,Single,,,,17160
25It Super Energy,BEST PRICE SHOP,KSh 350,KSh 450,0 pieces,Single,,,,17897
25W Adaptor Type C 2pin.,BEST PRICE SHOP,"KSh 1,000","KSh 1,300",2 pieces,Single,,,,18582
25W Sundabest Bulb.,BEST PRICE SHOP,KSh 173,KSh 180,14 pieces,Single,,,,18039
26 CTC,BEST PRICE SHOP,"KSh 7,600","KSh 8,000",1 pieces,Single,,,,16926
26-63 Wall Bracket,BEST PRICE SHOP,KSh 330,KSh 450,43 pieces,Single,WALLBRACKET,,,17055
2601 Ailyons Woofer,BEST PRICE SHOP,"KSh 3,800","KSh 4,100",123 pieces,Single,WOOFERS,AILYONS,,21957
2610 Nokia Refab,BEST PRICE SHOP,KSh 600,KSh 650,0 pieces,Single,,,,18345
27 Mini Oking,BEST PRICE SHOP,"KSh 1,280","KSh 1,350",11 pieces,Single,,,,18293
2720 Bontale,BEST PRICE SHOP,"KSh 1,450","KSh 1,500",0 pieces,Single,,,,18260
285W Solic Solar,BEST PRICE SHOP,"KSh 10,545","KSh 11,400",0 pieces,Single,,,,17635
28AT Naked Battery,BEST PRICE SHOP,KSh 250,KSh 300,0 pieces,Single,,,,17855
28W Sundabest Bulb.,BEST PRICE SHOP,KSh 185,KSh 200,75 pieces,Single,,,,18040
2GB Aacend Mem,BEST PRICE SHOP,KSh 200,KSh 240,209 pieces,Single,MEMORY,AACEND,,16917
2Gb Boost Mem,BEST PRICE SHOP,KSh 210,KSh 230,130 pieces,Single,MEMORY,BOOST,,17057
2Gb Calus Mem.,BEST PRICE SHOP,KSh 182,KSh 210,0 pieces,Single,MEMORY,CALUS,,18249
2gb Flash Aacend,BEST PRICE SHOP,KSh 230,KSh 260,-6 pieces,Single,,,,17116
2gb Flash Advance,BEST PRICE SHOP,KSh 230,KSh 260,12 pieces,Single,,,,17168
2Gb Flash B/V/A,BEST PRICE SHOP,KSh 220,KSh 250,0 pieces,Single,,,,18316
2Gb Flash Boost,BEST PRICE SHOP,KSh 230,KSh 280,25 pieces,Single,,,,17088
2Gb Flash Boost,BEST PRICE SHOP,KSh 230,KSh 260,-10 pieces,Single,FLASH,BOOST,,27706
2gb Flash Calus,BEST PRICE SHOP,KSh 175,KSh 200,0 pieces,Single,FLASH,CALUS,,18332
2Gb Flash Transcend,BEST PRICE SHOP,KSh 0,KSh 260,0 pieces,Single,,,,17777
2Gb Flash Vicom,BEST PRICE SHOP,KSh 230,KSh 260,0 pieces,Single,,,,17499
2Gb Mem B/V/A Not for selling,BEST PRICE SHOP,KSh 210,KSh 230,-2 pieces,Single,,,,18312
2gb Mem Galactic,BEST PRICE SHOP,KSh 260,KSh 300,464 pieces,Single,MEMORY,GALACTIC,,17540
2GB Microdigit Mem,BEST PRICE SHOP,KSh 210,KSh 230,0 pieces,Single,,,,17297
2Gb Vicom Mem,BEST PRICE SHOP,KSh 210,KSh 230,0 pieces,Single,,,,17504
2pin Adaptors,BEST PRICE SHOP,KSh 0,KSh 40,0 pieces,Single,,,,17164
2pin Smart Charger,BEST PRICE SHOP,KSh 60,KSh 80,0 pieces,Single,,,,16949
2u Bulbs,BEST PRICE SHOP,KSh 0,KSh 30,0 pieces,Single,,,,17068
3 Gang Swtch Gz005,BEST PRICE SHOP,KSh 103,KSh 120,-6 pieces,Single,,,,18092
300 Smba,BEST PRICE SHOP,KSh 800,KSh 850,0 pieces,Single,FEATURE PHONES,SMBA,,25523
30000Amps Power Bank,BEST PRICE SHOP,KSh 250,KSh 300,5 pieces,Single,,,,18024
300VA Solarmax juakali,BEST PRICE SHOP,"KSh 1,200","KSh 1,300",0 pieces,Single,,,,17213
300VA Sunafrica,BEST PRICE SHOP,"KSh 1,150","KSh 1,300",23 pieces,Single,,,,17906
300W Green Invertor,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",0 pieces,Single,,,,16931
300W Juakali Solarpex,BEST PRICE SHOP,"KSh 1,150","KSh 1,300",0 pieces,Single,,,,17102
301 H Mobile.,BEST PRICE SHOP,KSh 850,KSh 880,0 pieces,Single,FEATURE PHONES,H MOBILE,,18394
301 Itfly,BEST PRICE SHOP,KSh 870,KSh 900,0 pieces,Single,,,,17760
304 Luxus,BEST PRICE SHOP,KSh 770,KSh 800,19 pieces,Single,FEATURE PHONES,LUXUS,,27707
3040 Iyou,BEST PRICE SHOP,KSh 800,KSh 850,-8 pieces,Single,FEATURE PHONES,,,28018
3060 Iyo,BEST PRICE SHOP,KSh 980,"KSh 1,050",0 pieces,Single,,,,17980
309 Wireless speaker,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,17637
30A Solarpex Controler,BEST PRICE SHOP,KSh 900,"KSh 1,000",24 pieces,Single,CONTROLERS,SOLARPEX,,30420
30Amps Chloride Controler,BEST PRICE SHOP,KSh 960,"KSh 1,100",0 pieces,Single,,,,17483
30Amps Controler,BEST PRICE SHOP,KSh 850,KSh 950,-1 pieces,Single,,,,17815
30Amps Solarmax,BEST PRICE SHOP,KSh 880,"KSh 1,000",0 pieces,Single,CONTROLERS,SOLARMAX,,17123
30W DpLight Reachageable,BEST PRICE SHOP,KSh 260,KSh 310,6 pieces,Single,RECHARGEABLE LIGHTS,DP,,17966
30W Flood Light Solarmax.,BEST PRICE SHOP,"KSh 1,600","KSh 1,900",5 pieces,Single,FLOODLIGHT,SOLARMAX,,18178
30W Solic Solar,BEST PRICE SHOP,KSh 945,"KSh 1,100",0 pieces,Single,,,,17634
30W Songya,BEST PRICE SHOP,KSh 220,KSh 220,-7 pieces,Single,BULBS,SONGYA,,22479
310 Luxus,BEST PRICE SHOP,KSh 800,KSh 850,8 pieces,Single,FEATURE PHONES,LUXUS,,27708
310 Pro Luxus,BEST PRICE SHOP,KSh 850,KSh 890,1 pieces,Single,FEATURE PHONES,LUXUS,,29382
311 Oking,BEST PRICE SHOP,KSh 920,KSh 950,0 pieces,Single,,,,17958
311 Robot,BEST PRICE SHOP,KSh 380,KSh 410,6 pieces,Single,,,,17639
313Bt Caston,BEST PRICE SHOP,KSh 450,KSh 500,1 pieces,Single,,,,17665
315 Amtec Woofer,BEST PRICE SHOP,"KSh 4,300","KSh 4,550",6 pieces,Single,,,,17666
316 Amtec Woofer,BEST PRICE SHOP,"KSh 4,200","KSh 4,450",0 pieces,Single,,,,17667
32 Ailyons 3208,BEST PRICE SHOP,"KSh 11,000","KSh 11,500",129 pieces,Single,TELEVISION,AILYONS,,17141
32 Amtec Digital  Television,BEST PRICE SHOP,"KSh 10,600","KSh 11,200",0 pieces,Single,TELEVISION,AMTEC,,17550
32 CR Television,BEST PRICE SHOP,KSh 0,"KSh 16,800",1 pieces,Single,,,,17119
32 Eefa Television,BEST PRICE SHOP,"KSh 11,000","KSh 11,700",0 pieces,Single,,,,17661
32 Frameless Vitrone.,BEST PRICE SHOP,"KSh 10,600","KSh 11,100",17 pieces,Single,TELEVISION,VITRONE,,17962
32 Glaze.,BEST PRICE SHOP,"KSh 8,800","KSh 9,300",0 pieces,Single,,,,18264
32 Gld Television,BEST PRICE SHOP,"KSh 9,200","KSh 9,500",0 pieces,Single,,,,17811
32 Golden Tech,BEST PRICE SHOP,"KSh 9,300","KSh 9,700",0 pieces,Single,,,,18069
32 Hisence Smart,BEST PRICE SHOP,"KSh 18,000","KSh 19,000",0 pieces,Single,TELEVISION,HISENSE,,17675
32 Hisense Television,BEST PRICE SHOP,"KSh 14,500","KSh 15,500",0 pieces,Single,TELEVISION,,,17281
32 Itel Television,BEST PRICE SHOP,"KSh 10,300","KSh 10,800",5 pieces,Single,TELEVISION,ITEL,,18063
32 Lyons LET3208 Not for selling,BEST PRICE SHOP,"KSh 10,000","KSh 11,800",0 pieces,Single,,,,17577
32 Smart Ailyons 3208,BEST PRICE SHOP,"KSh 13,000","KSh 13,500",3 pieces,Single,TELEVISION,AILYONS,,18448
32 Smart Amtec,BEST PRICE SHOP,"KSh 13,300","KSh 14,000",0 pieces,Single,,,,17551
32 Sonac.,BEST PRICE SHOP,"KSh 10,000","KSh 10,500",0 pieces,Single,,,,18043
32 Sonar Smart Tv,BEST PRICE SHOP,"KSh 11,000","KSh 11,500",1 pieces,Single,,,,18120
32 Starmax Television,BEST PRICE SHOP,"KSh 9,200","KSh 9,500",1 pieces,Single,,,,18033
32 Synix Smart.,BEST PRICE SHOP,"KSh 12,500","KSh 13,000",0 pieces,Single,,,,18197
32 Synix Television,BEST PRICE SHOP,"KSh 10,500","KSh 10,900",0 pieces,Single,TELEVISION,SYNIX,,18070
32 Tornado Television,BEST PRICE SHOP,"KSh 9,700","KSh 10,500",0 pieces,Single,TELEVISION,,,24698
32 Vitrone Smart,BEST PRICE SHOP,"KSh 13,100","KSh 13,600",0 pieces,Single,TELEVISION,VITRONE,,17477
32 Vitrone Startimes,BEST PRICE SHOP,"KSh 11,100","KSh 11,800",1 pieces,Single,TELEVISION,VITRONE,,24397
325W Solar Chloride,BEST PRICE SHOP,KSh 0,"KSh 12,350",0 pieces,Single,,,,17932
328 Robot,BEST PRICE SHOP,KSh 700,KSh 750,1 pieces,Single,,,,17663
32Ctc Smart Television,BEST PRICE SHOP,"KSh 13,700","KSh 14,500",0 pieces,Single,,,,17632
32Gb Boost Flash,BEST PRICE SHOP,KSh 370,KSh 430,0 pieces,Single,FLASH,,,17300
32Gb Flash Advance,BEST PRICE SHOP,KSh 360,KSh 400,13 pieces,Single,FLASH,ADVANCE,,18121
32Gb Flash B/A/V,BEST PRICE SHOP,KSh 350,KSh 380,25 pieces,Single,,,,18319
32Gb Flash Hp,BEST PRICE SHOP,KSh 360,KSh 400,8 pieces,Single,FLASH,HP,,27731
32Gb Flash Sandisk Otg,BEST PRICE SHOP,"KSh 1,000","KSh 1,000",0 pieces,Single,,,,18234
32Gb Mem Boost,BEST PRICE SHOP,KSh 360,KSh 400,31 pieces,Single,MEMORY,BOOST,,18023
32Gb Mem Galactic,BEST PRICE SHOP,KSh 380,KSh 430,79 pieces,Single,MEMORY,GALACTIC,,17584
32Gb Mem Vicom,BEST PRICE SHOP,KSh 370,KSh 420,0 pieces,Single,,,,18022
32Gb Otg Advance,BEST PRICE SHOP,KSh 500,KSh 550,0 pieces,Single,,,,17808
32Gb Tecno Mem,BEST PRICE SHOP,KSh 0,KSh 420,0 pieces,Single,,,,17385
32Gb Toshiba Flash.,BEST PRICE SHOP,KSh 370,KSh 420,0 pieces,Single,,,,17925
32Gb Vicom Flash,BEST PRICE SHOP,KSh 370,KSh 420,0 pieces,Single,,,,17503
3310 Bontale,BEST PRICE SHOP,KSh 850,KSh 900,4 pieces,Single,,,,35035
3310 Mini Oking,BEST PRICE SHOP,KSh 750,KSh 780,0 pieces,Single,,,,17695
3310 Momofly.,BEST PRICE SHOP,KSh 930,KSh 980,0 pieces,Single,,,,18189
3310 Nokia,BEST PRICE SHOP,"KSh 1,350","KSh 1,600",0 pieces,Single,,,,17079
3310 Oking,BEST PRICE SHOP,KSh 0,KSh 900,0 pieces,Single,,,,17766
3312 Safari,BEST PRICE SHOP,KSh 750,KSh 780,1 pieces,Single,FEATURE PHONES,SAFARI,,18644
3348 Ailipu,BEST PRICE SHOP,"KSh 12,500","KSh 13,000",1 pieces,Single,,,,17529
3349 Ailipu,BEST PRICE SHOP,"KSh 11,000","KSh 11,700",0 pieces,Single,,,,17993
342 Oking Phone.,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,18053
343 Oking Phone.,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,18054
345 Oking,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,17696
345 Solic Solar.,BEST PRICE SHOP,"KSh 13,800","KSh 15,525",1 pieces,Single,,,,18655
346 Oking,BEST PRICE SHOP,KSh 900,KSh 930,0 pieces,Single,,,,17691
347 Itfly,BEST PRICE SHOP,KSh 0,KSh 900,0 pieces,Single,,,,17761
347 Oking,BEST PRICE SHOP,KSh 760,KSh 800,1 pieces,Single,,,,17697
348 Oking,BEST PRICE SHOP,KSh 800,KSh 830,0 pieces,Single,,,,17698
349 Oking,BEST PRICE SHOP,KSh 760,KSh 800,0 pieces,Single,,,,18292
351 Itfly,BEST PRICE SHOP,KSh 900,KSh 930,17 pieces,Single,,,,17769
351 Saffron,BEST PRICE SHOP,KSh 700,KSh 730,0 pieces,Single,FEATURE PHONES,SAFFRON,,25184
353 Robot,BEST PRICE SHOP,KSh 600,KSh 650,2 pieces,Single,,,,17051
3530 Siccoo,BEST PRICE SHOP,"KSh 1,807","KSh 1,950",0 pieces,Single,,,,18476
3532 Siccoo,BEST PRICE SHOP,"KSh 1,807","KSh 1,950",0 pieces,Single,,,,18477
3601 Ailyons Woofers,BEST PRICE SHOP,"KSh 4,250","KSh 4,550",24 pieces,Single,WOOFERS,AILYONS,,25577
3602 Ailyons Woofer.,BEST PRICE SHOP,"KSh 4,700","KSh 4,900",129 pieces,Single,WOOFERS,AILYONS,,19166
3603 Ailyons,BEST PRICE SHOP,"KSh 4,500","KSh 4,800",51 pieces,Single,WOOFERS,AILYONS,,21955
3701 Ailyons.,BEST PRICE SHOP,"KSh 4,800","KSh 5,100",29 pieces,Single,WOOFERS,AILYONS,,19167
3702 Ailyons,BEST PRICE SHOP,"KSh 5,000","KSh 5,300",44 pieces,Single,WOOFERS,AILYONS,,28427
372 Saffron,BEST PRICE SHOP,KSh 750,KSh 780,0 pieces,Single,FEATURE PHONES,SAFFRON,,25183
3801 Ailyons,BEST PRICE SHOP,"KSh 6,000","KSh 6,300",0 pieces,Single,WOOFERS,AILYONS,,29420
385 Solic Solar,BEST PRICE SHOP,KSh 0,"KSh 14,245",0 pieces,Single,,,,17881
38W Lyons,BEST PRICE SHOP,KSh 0,KSh 280,8 pieces,Single,,,,16989
3930 Itfly.,BEST PRICE SHOP,"KSh 1,600","KSh 1,650",0 pieces,Single,,,,18568
3990 Itfly.,BEST PRICE SHOP,"KSh 1,600","KSh 1,650",0 pieces,Single,,,,18567
3Ah Mf Motorcycle Battery,BEST PRICE SHOP,"KSh 1,044","KSh 1,200",29 pieces,Single,,,,18653
"3By3,2By1,1By1 Cables",BEST PRICE SHOP,KSh 35,KSh 45,199 pieces,Single,,,,17387
3pin Adaptor,BEST PRICE SHOP,KSh 75,KSh 90,102 pieces,Single,,,,16906
3w Dc Complete,BEST PRICE SHOP,KSh 0,KSh 100,-3 pieces,Single,,,,17140
4 Gang Switch Gz005,BEST PRICE SHOP,KSh 200,KSh 220,15 pieces,Single,,,,18093
4.0 Tronics,BEST PRICE SHOP,"KSh 6,019","KSh 6,400",3 pieces,Single,,,,17930
40 Vitrone,BEST PRICE SHOP,"KSh 18,300","KSh 19,100",16 pieces,Single,TELEVISION,VITRONE,,17602
40W DpLight Reachageable,BEST PRICE SHOP,KSh 330,KSh 380,5 pieces,Single,RECHARGEABLE LIGHTS,DP,,17967
40W Solarmax Solar,BEST PRICE SHOP,"KSh 1,320","KSh 1,440",0 pieces,Single,,,,17315
40W Solarpex,BEST PRICE SHOP,"KSh 1,480","KSh 1,600",0 pieces,Single,,,,18096
40W Solic,BEST PRICE SHOP,"KSh 1,260","KSh 1,400",0 pieces,Single,,,,17490
40W Spirall Lyons,BEST PRICE SHOP,KSh 0,KSh 60,15 pieces,Single,,,,17431
421E Tagwood Woofer,BEST PRICE SHOP,"KSh 2,450","KSh 2,850",0 pieces,Single,WOOFERS,TAGWOOD,,24699
421F Tagwood Woofer,BEST PRICE SHOP,"KSh 2,480","KSh 2,850",32 pieces,Single,WOOFERS,TAGWOOD,,24700
421H Tagwood Woofer,BEST PRICE SHOP,"KSh 2,800","KSh 3,200",32 pieces,Single,WOOFERS,TAGWOOD,,24701
43 Amtec Television,BEST PRICE SHOP,"KSh 21,200","KSh 22,000",0 pieces,Single,,,,17746
43 Glaze,BEST PRICE SHOP,"KSh 17,000","KSh 18,000",0 pieces,Single,,,,17275
43 GLD Television,BEST PRICE SHOP,"KSh 20,900","KSh 21,700",17 pieces,Single,WOOFERS,GLD,,34443
43 Golden Tech,BEST PRICE SHOP,"KSh 22,000","KSh 23,500",0 pieces,Single,,,,17426
43 Hisense Television,BEST PRICE SHOP,"KSh 30,500","KSh 32,000",0 pieces,Single,TELEVISION,HISENSE,,17542
43 Lg Smart,BEST PRICE SHOP,"KSh 45,000","KSh 47,000",0 pieces,Single,,,,17875
43 Premier,BEST PRICE SHOP,"KSh 22,000","KSh 23,000",0 pieces,Single,,,,17579
43 Sonar Television,BEST PRICE SHOP,"KSh 17,200","KSh 18,000",0 pieces,Single,,,,18136
43 Vitrone,BEST PRICE SHOP,"KSh 20,900","KSh 21,800",26 pieces,Single,TELEVISION,VITRONE,,16984
4323 Monkey,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",0 pieces,Single,,,,16952
4324 Monkey,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",0 pieces,Single,,,,16953
4325 Monkey,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",0 pieces,Single,,,,16954
4329 Monkey,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",0 pieces,Single,,,,16955
454 Itfly,BEST PRICE SHOP,KSh 900,KSh 930,19 pieces,Single,,,,17758
4848 Sonitec,BEST PRICE SHOP,KSh 930,KSh 980,1 pieces,Single,,,,17813
485 Itfly.,BEST PRICE SHOP,"KSh 1,600","KSh 1,650",0 pieces,Single,,,,18570
489 Itfly.,BEST PRICE SHOP,"KSh 1,600","KSh 1,650",0 pieces,Single,,,,18569
48Watts LYONS,BEST PRICE SHOP,KSh 0,KSh 350,0 pieces,Single,,,,17155
4Gb Aacend Flash,BEST PRICE SHOP,KSh 240,KSh 300,0 pieces,Single,,,,17089
4Gb Aacend Mem.,BEST PRICE SHOP,KSh 230,KSh 260,0 pieces,Single,,,,17434
4gb Flash Advance,BEST PRICE SHOP,KSh 240,KSh 280,-3 pieces,Single,,,,17169
4Gb Flash B/V/A,BEST PRICE SHOP,KSh 230,KSh 260,8 pieces,Single,,,,18317
4Gb Flash Boost,BEST PRICE SHOP,KSh 250,KSh 300,10 pieces,Single,,,,17087
4Gb Flash Calus,BEST PRICE SHOP,KSh 185,KSh 230,-1 pieces,Single,,CALUS,,18338
4gb Flash Transcend,BEST PRICE SHOP,KSh 0,KSh 300,0 pieces,Single,,,,17898
4Gb Flash Vicom,BEST PRICE SHOP,KSh 240,KSh 270,0 pieces,Single,,,,17500
4Gb Mem B/V/M Not for selling,BEST PRICE SHOP,KSh 230,KSh 250,13 pieces,Single,,,,18313
4Gb Mem Boost,BEST PRICE SHOP,KSh 230,KSh 260,52 pieces,Single,MEMORY,BOOST,,27704
4Gb Mem Calus,BEST PRICE SHOP,KSh 188,KSh 220,9 pieces,Single,MEMORY,CALUS,,18337
4gb Mem Galactic,BEST PRICE SHOP,KSh 270,KSh 320,336 pieces,Single,MEMORY,GALACTIC,,17578
4Gb Microdigit Mem,BEST PRICE SHOP,KSh 230,KSh 260,0 pieces,Single,,,,17302
4Gb Tagwood Flash,BEST PRICE SHOP,KSh 0,KSh 250,-1 pieces,Single,,,,17138
4Gb Toshiba Flash,BEST PRICE SHOP,KSh 250,KSh 280,-3 pieces,Single,,,,17922
4Gb Vicom Mem,BEST PRICE SHOP,KSh 220,KSh 250,0 pieces,Single,,,,17505
4L Superenergy,BEST PRICE SHOP,KSh 350,KSh 450,0 pieces,Single,,,,17679
4u Safari Battery,BEST PRICE SHOP,KSh 0,KSh 350,0 pieces,Single,,,,17181
4Way Powerking Extension,BEST PRICE SHOP,KSh 195,KSh 240,412 pieces,Single,EXTENSIONS,POWERKING,,17497
50 Amtec Tv,BEST PRICE SHOP,"KSh 31,500","KSh 33,500",0 pieces,Single,,,,17918
50 Sonar Television,BEST PRICE SHOP,"KSh 27,000","KSh 29,000",0 pieces,Single,,,,18154
50 Synix Television,,"KSh 39,000","KSh 40,000",0 pieces,Single,TELEVISION,SYNIX,,24177
50 Vitrone,BEST PRICE SHOP,"KSh 34,900","KSh 36,000",1 pieces,Single,TELEVISION,VITRONE,,17603
500 Solarpex Invertor.,BEST PRICE SHOP,"KSh 1,350","KSh 1,500",0 pieces,Single,,,,18383
500Va Solarmax INVERTOR,BEST PRICE SHOP,"KSh 1,400","KSh 1,500",32 pieces,Single,INVERTORS,SOLARMAX,,17321
502 Amplifier,BEST PRICE SHOP,"KSh 1,080","KSh 1,150",4 pieces,Single,,,,17964
5022 H Mobile.,BEST PRICE SHOP,KSh 850,KSh 880,-27 pieces,Single,FEATURE PHONES,H MOBILE,,18391
5025 Taishen,BEST PRICE SHOP,KSh 760,KSh 790,0 pieces,Single,FEATURE PHONES,TAISHEN,,18333
5026 Taishen.,BEST PRICE SHOP,KSh 750,KSh 780,1 pieces,Single,FEATURE PHONES,TAISHEN,,18737
5026 Tp Tell,BEST PRICE SHOP,KSh 820,KSh 850,15 pieces,Single,,,,18146
5027 Itel,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",65 pieces,Single,FEATURE PHONES,ITEL,,19060
506  Amtec Tv,BEST PRICE SHOP,"KSh 3,500","KSh 3,750",3 pieces,Single,,,,17672
5070C,BEST PRICE SHOP,KSh 0,KSh 750,1 pieces,Single,,,,17615
508 Amtec Woofer,BEST PRICE SHOP,"KSh 3,000","KSh 3,250",0 pieces,Single,,,,17668
5080 Itfly.,BEST PRICE SHOP,KSh 900,KSh 930,9 pieces,Single,,,,18571
5081 Atel,BEST PRICE SHOP,"KSh 1,450","KSh 1,550",61 pieces,Single,FEATURE PHONES,ATEL,,18669
5081 Copy,BEST PRICE SHOP,"KSh 1,069","KSh 1,200",28 pieces,Single,,,,17795
